,PageRank,Airport_name,Airport_info
5683,[0.36357143],IOW,"Iowa City Municipal Airport, United States"
5684,[0.36357143],TLQ,"Turpan, China"
5685,[0.36357143],MWM,"Windom Municipal Airport, United States"
5686,[0.36357143],ANP,"Lee Airport, United States"
4345,[0.36357143],PME,"Portsmouth Airport, United Kingdom"
5116,[0.36357143],DBB,"Alalamain Intl., Egypt"
5687,[0.36357143],DUU,"Ndutu, Tanzania"
5688,[0.36357143],FXO,"Cuamba, Mozambique"
5084,[0.36357143],AIE,"Aiome, Papua New Guinea"
5119,[0.36357143],BUY,"Burlington-Alamance Regional Airport, United States"
4340,[0.36357143],JPU,"La Defense Heliport, France"
5690,[0.36357143],ZTR,"Zhytomyr, Ukraine"
5115,[0.36357143],KGO,"Kirovograd, Ukraine"
4338,[0.36357143],FWM,"Fort William Heliport, United Kingdom"
4337,[0.36357143],FUL,"Fullerton Municipal Airport, United States"
4336,[0.36357143],CVF,"Courchevel Airport, France"
5085,[0.36357143],SIM,"Simbai, Papua New Guinea"
5692,[0.36357143],PEQ,"Pecos Municipal Airport, United States"
5693,[0.36357143],HBG,"Hattiesburg Bobby L. Chain Municipal Airport, United States"
5694,[0.36357143],QCJ,"Botucatu, Brazil"
5114,[0.36357143],NHD,"Minhad HB, United Arab Emirates"
5113,[0.36357143],NOI,"Krymsk, Russia"
4333,[0.36357143],OBN,"Oban Airport, United Kingdom"
5695,[0.36357143],QSC,"Sao Carlos TAM, Brazil"
4352,[0.36357143],ZJI,"Locarno Airport, Switzerland"
5120,[0.36357143],CKL,"Chkalovsky Airport, Russia"
5111,[0.36357143],BWG,"Bowling Green-Warren County Regional Airport, United States"
5669,[0.36357143],PTK,"Oakland Co. Intl, United States"
5667,[0.36357143],E25,"Wickenburg Municipal Airport, United States"
5076,[0.36357143],MUQ,"Munich HBF, Germany"
4373,[0.36357143],X01,"Everglades Airpark, United States"
4372,[0.36357143],10C,"Galt Field Airport, United States"
4371,[0.36357143],KTR,"Tindal Airport, Australia"
4370,[0.36357143],NOA,"Nowra Airport, Australia"
4369,[0.36357143],UES,"Waukesha County Airport, United States"
5077,[0.36357143],NUR,"Nurnberg HBF, Germany"
4368,[0.36357143],BEH,"Southwest Michigan Regional Airport, United States"
4367,[0.36357143],UKC,"Lutsk, Ukraine"
5078,[0.36357143],EBE,"Ebenhofen BF, Germany"
4366,[0.36357143],CEJ,"Chernigov, Ukraine"
4365,[0.36357143],TNL,"Ternopol, Ukraine"
5079,[0.36357143],AUB,"Augsburg HBF, Germany"
5670,[0.36357143],KSI,"Kissidougou, Guinea"
5082,[0.36357143],FUX,"Fussen BF, Germany"
5080,[0.36357143],BIE,"Biessenhofen BF, Germany"
4363,[0.36357143],OSH,"Wittman Regional Airport, United States"
5081,[0.36357143],BUH,"Buchloe BF, Germany"
5671,[0.36357143],QPJ,"Pecs, Hungary"
4362,[0.36357143],AGE,"Wangerooge Airport, Germany"
4359,[0.36357143],ARE,"Antonio Juarbe Pol Airport, Puerto Rico"
5672,[0.36357143],EEN,"Dillant Hopkins Airport, United States"
4358,[0.36357143],RIN,"Ringi Cove Airport, Solomon Islands"
5675,[0.36357143],RCS,"Rochester Airport, United Kingdom"
5676,[0.36357143],JHL,"Albian Aerodrome, Canada"
5677,[0.36357143],EQY,"Monroe Reqional Airport, United States"
5678,[0.36357143],KNN,"Kankan, Guinea"
4356,[0.36357143],BN1,"Bellona, Solomon Islands"
4355,[0.36357143],1OH,"Fortman Airport, United States"
5112,[0.36357143],RVS,"Richard Lloyd Jones Jr Airport, United States"
4332,[0.36357143],TBW,"Tambow, Russia"
5665,[0.36357143],P52,"Cottonwood Airport, United States"
5730,[0.36357143],NGZ,"NAS Alameda, United States"
5101,[0.36357143],UTM,"Tunica Municipal Airport, United States"
5722,[0.36357143],VLU,"Velikiye Luki, Russia"
5723,[0.36357143],ZTY,"Boston Back Bay Station, United States"
5100,[0.36357143],SLE,"McNary Field, United States"
5724,[0.36357143],YLK,"Yelahanka AFB, India"
5099,[0.36357143],BJC,"Rocky Mountain Metropolitan Airport, United States"
5098,[0.36357143],ONQ,"Zonguldak, Turkey"
5725,[0.36357143],ULI,"Ulithi, Micronesia"
5726,[0.36357143],BKN,"Balkanabat, Turkmenistan"
5727,[0.36357143],BEO,"Belmont Airport, Australia"
5097,[0.36357143],OLV,"Olive Branch Muni, United States"
5728,[0.36357143],4A7,"Clayton County Tara Field, United States"
5096,[0.36357143],QYD,"Gdynia, Poland"
5729,[0.36357143],BMP,"Brampton Island, Australia"
5095,[0.36357143],KNO,"Knokke-Heist Westkapelle Heliport, Belgium"
5103,[0.36357143],LND,"Lindau HBF, Germany"
5731,[0.36357143],ZWI,"Wilmington Amtrak Station, United States"
5094,[0.36357143],SPF,"Black Hills Airport-Clyde Ice Field, United States"
5093,[0.36357143],LES,"Leuterschach BF, Germany"
5732,[0.36357143],NML,"Fort McMurray - Mildred Lake Airport, Canada"
5092,[0.36357143],BBP,"Bembridge, United Kingdom"
4317,[0.36357143],ZVE,"New Haven Rail Station, United States"
5091,[0.36357143],KOX,"Koln HBF, Germany"
5733,[0.36357143],EKI,"Elkhart Municipal, United States"
5088,[0.36357143],MOS,"Marktoberdorf Schule, Germany"
5734,[0.36357143],YCN,"Cochrane, Canada"
5735,[0.36357143],BJP,"Aeroporto Estadual Arthur Siqueira, Brazil"
5089,[0.36357143],ESX,"Essen HBF, Germany"
5737,[0.36357143],GGR,"Garowe - International, Somalia"
5738,[0.36357143],IVR,"Inverell, Australia"
5102,[0.36357143],ZKB,"Kasaba Bay Airport, Zambia"
4319,[0.36357143],XOZ,"Doha Free Zone Airport, Qatar"
5110,[0.36357143],LZU,"Gwinnett County Airport-Briscoe Field, United States"
5707,[0.36357143],1C9,"Frazier Lake Airpark, United States"
5696,[0.36357143],YKN,"Chan Gurney, United States"
5109,[0.36357143],GKY,"Arlington Municipal, United States"
5108,[0.36357143],HTF,"Hatfield, United Kingdom"
5697,[0.36357143],SES,"Selfield Airport, United States"
5107,[0.36357143],JVL,"Southern Wisconsin Regional Airport, United States"
5700,[0.36357143],PCM,"Playa del Carmen Airport, Mexico"
5701,[0.36357143],KTI,"Kratie Airport, Cambodia"
4331,[0.36357143],SUI,"Sukhumi Dranda, Georgia"
5702,[0.36357143],GYU,"Guyuan, China"
5703,[0.36357143],CNI,"Changhai, China"
5704,[0.36357143],KRH,"Redhill Aerodrome, United Kingdom"
4328,[0.36357143],%u0,"Magas, Russia"
5706,[0.36357143],CCL,"Chinchilla, Australia"
4325,[0.36357143],UNT,"Unst Airport, United Kingdom"
5708,[0.36357143],HWD,"Hayward Executive Airport, United States"
4320,[0.36357143],PWT,"Bremerton National, United States"
5709,[0.36357143],MZP,"Motueka, New Zealand"
5710,[0.36357143],JHQ,"Shute Harbour, Australia"
4322,[0.36357143],JEF,"Jefferson City Memorial Airport, United States"
4321,[0.36357143],SPW,"Spencer Muni, United States"
5711,[0.36357143],ARB,"Ann Arbor Municipal Airport, United States"
5712,[0.36357143],SHT,"Shepparton, Australia"
5106,[0.36357143],MWC,"Lawrence J Timmerman Airport, United States"
5713,[0.36357143],TEM,"Temora, Australia"
5714,[0.36357143],GAH,"Gayndah, Australia"
5715,[0.36357143],EIA,"Popondetta, Papua New Guinea"
5086,[0.36357143],AUJ,"Ambunti, Papua New Guinea"
5716,[0.36357143],WIO,"Wilcannia, Australia"
5105,[0.36357143],UDE,"Volkel AB, Netherlands"
5104,[0.36357143],WPU,"Guardiamarina Zanartu Airport, Chile"
5666,[0.36357143],A39,"Phoenix Regional Airport, United States"
5664,[0.36357143],P08,"Coolidge Municipal Airport, United States"
5585,[0.36357143],XVJ,"Stevenage Railway Station, United Kingdom"
5627,[0.36357143],09J,"Jekyll Island Airport, United States"
5614,[0.36357143],AOH,"Lima Allen County Airport, United States"
5615,[0.36357143],DSO,"Sondok Airport, North Korea"
5616,[0.36357143],YJS,"Samjiyon Airport, North Korea"
5050,[0.36357143],GEX,"Geelong Airport, Australia"
5617,[0.36357143],SSI,"McKinnon Airport, United States"
5618,[0.36357143],BFP,"Beaver Falls, United States"
5619,[0.36357143],F57,"Seaplane Base, United States"
5620,[0.36357143],GGE,"Georgetown County Airport, United States"
5621,[0.36357143],HDI,"Hardwick Field Airport, United States"
5622,[0.36357143],2A0,"Mark Anton Airport, United States"
5623,[0.36357143],2G2,"Jefferson County Airpark, United States"
5624,[0.36357143],RNT,"Renton, United States"
5625,[0.36357143],ZBM,"Bromont Airport, Canada"
5626,[0.36357143],POC,"Brackett Field, United States"
5628,[0.36357143],CDK,"CedarKey, United States"
5049,[0.36357143],FRJ,"Frejus Saint Raphael, France"
5629,[0.36357143],CTY,"Cross City, United States"
5051,[0.36357143],QPP,"Berlin Hauptbahnhof, Germany"
5630,[0.36357143],CEU,"Clemson, United States"
5631,[0.36357143],36U,"Heber City Municipal Airport, United States"
5632,[0.36357143],BEC,"Beech Factory Airport, United States"
5633,[0.36357143],47A,"Cherokee County Airport, United States"
5634,[0.36357143],55J,"Fernandina Beach Municipal Airport, United States"
5635,[0.36357143],ZMB,"Hamburg Hbf, Germany"
5052,[0.36357143],ZYA,"Amsterdam Centraal, Netherlands"
5636,[0.36357143],GTU,"Georgetown Municipal Airport, United States"
5053,[0.36357143],MGR,"Moultrie Municipal Airport, United States"
5141,[0.36357143],UTU,"Ustupo, Panama"
5637,[0.36357143],QFO,"Duxford Aerodrome, United Kingdom"
5638,[0.36357143],SNY,"Sidney Muni Airport, United States"
5613,[0.36357143],WIH,"Wishram Amtrak Station, United States"
5048,[0.36357143],TKF,"Truckee-Tahoe Airport, United States"
5054,[0.36357143],RYY,"Cobb County Airport-Mc Collum Field, United States"
5146,[0.36357143],LHA,"Lahr Airport, Germany"
5586,[0.36357143],XVH,"Peterborough Railway Station, United Kingdom"
5149,[0.36357143],HEX,"Herrera International Airport, Dominican Republic"
5588,[0.36357143],WLF,"Whittlesford Parkway Rail Station, United Kingdom"
5148,[0.36357143],MSI,"Sun Island Airport, Maldives"
5147,[0.36357143],SGH,"Springfield-Beckly Municipal Airport, United States"
5046,[0.36357143],PHA,"Phan Rang Airport, Vietnam"
5590,[0.36357143],FLD,"Fond Du Lac County Airport, United States"
5591,[0.36357143],PCZ,"Waupaca Municipal Airport, United States"
5592,[0.36357143],STE,"Stevens Point Municipal Airport, United States"
5593,[0.36357143],ERY,"Luce County Airport, United States"
5594,[0.36357143],25D,"Forest Lake Airport, United States"
5595,[0.36357143],ZVM,"Hannover Messe-Heliport, Germany"
5596,[0.36357143],PEF,"Peenemunde Airfield, Germany"
5597,[0.36357143],GQQ,"Galion Municipal Airport, United States"
5598,[0.36357143],TPN,"Tiputini, Ecuador"
5142,[0.36357143],MPU,"Mamitupo, Panama"
5599,[0.36357143],PTZ,"Shell Mera, Ecuador"
5600,[0.36357143],CKV,"Clarksville-Montgomery County Regional Airport, United States"
5145,[0.36357143],YOO,"Oshawa Airport, Canada"
5601,[0.36357143],XHN,"Liege-Guillemins Railway Station, Belgium"
5602,[0.36357143],OHR,"Wyk auf Foehr, Germany"
5144,[0.36357143],PVE,"El Porvenir, Panama"
5603,[0.36357143],LPC,"Lompoc Airport, United States"
5047,[0.36357143],SQH,"Na-San Airport, Vietnam"
5604,[0.36357143],CTH,"Chester County G O Carlson Airport, United States"
4442,[0.36357143],OMC,"Ormoc Airport, Philippines"
5605,[0.36357143],BST,"Bost Airport, Afghanistan"
5608,[0.36357143],ZTU,"Zaqatala International Airport, Azerbaijan"
5609,[0.36357143],LKP,"Lake Placid Airport, United States"
5610,[0.36357143],NY9,"Long Lake, United States"
4432,[0.36357143],KPC,"Port Clarence Coast Guard Station, United States"
5639,[0.36357143],W13,"Eagle's Nest Airport, United States"
5075,[0.36357143],KFX,"Kaufbeuren BF, Germany"
5127,[0.36357143],HMR,"Stafsberg Airport, Norway"
5129,[0.36357143],MYV,"Yuba County Airport, United States"
4395,[0.36357143],BHG,"Brus Laguna Airport, Honduras"
5065,[0.36357143],SYH,"Syangboche, Nepal"
5655,[0.36357143],TDR,"Theodore, Australia"
5656,[0.36357143],CZW,"RUDNIKI , Poland"
5657,[0.36357143],SDC,"Williamson-Sodus Airport, United States"
5658,[0.36357143],CLC,"Clear Lake Metroport, United States"
5659,[0.36357143],CFX,"Gilberto Lavaque, Argentina"
5066,[0.36357143],IDL,"Idlewild Intl, United States"
5067,[0.36357143],RBK,"French Valley Airport, United States"
5068,[0.36357143],FNU,"Fenosu, Italy"
5660,[0.36357143],WBU,"Boulder Municipal, United States"
5070,[0.36357143],PCW,"Erie-Ottawa Regional Airport, United States"
5128,[0.36357143],R49,"Ferry County Airport, United States"
5662,[0.36357143],PAO,"Palo Alto Airport of Santa Clara County, United States"
5131,[0.36357143],JHE,"Helsingborg Cruise Port, Sweden"
4388,[0.36357143],CKZ,"Canakkale Airport, Turkey"
5071,[0.36357143],MGY,"Dayton-Wright Brothers Airport, United States"
4384,[0.36357143],YEI,"Yenisehir Airport, Turkey"
4383,[0.36357143],LSS,"Terre-de-Haut Airport, Guadeloupe"
5126,[0.36357143],ESN,"Easton-Newnam Field Airport, United States"
5072,[0.36357143],RID,"Richmond Municipal Airport, United States"
5073,[0.36357143],FDY,"Findlay Airport, United States"
5125,[0.36357143],JCI,"New Century AirCenter Airport, United States"
4379,[0.36357143],HDM,"Hamadan Airport, Iran"
4378,[0.36357143],MRQ,"Marinduque Airport, Philippines"
5074,[0.36357143],PEA,"Penneshaw Airport, Australia"
5663,[0.36357143],FFZ,"Mesa Falcon Field, United States"
5124,[0.36357143],WZY,"Paradise Island Seaplane Base, Bahamas"
5123,[0.36357143],BER,"Berlin Brandenburg Willy Brandt, Germany"
5130,[0.36357143],STO,"Stockholm Cruise Port, Sweden"
5132,[0.36357143],DUC,"Halliburton Field Airport, United States"
5640,[0.36357143],GKL,"Great Keppel Island, Australia"
5648,[0.36357143],JYO,"Leesburg Executive Airport, United States"
5641,[0.36357143],RPB,"Roper Bar, Australia"
5055,[0.36357143],ONH,"Oneonta Municipal Airport, United States"
5642,[0.36357143],IFL,"Innisfail, Australia"
5138,[0.36357143],OCA,"Key Largo, United States"
5137,[0.36357143],CCR,"Buchanan Field Airport, United States"
5643,[0.36357143],BIN,"Bamyan Airport, Afghanistan"
5136,[0.36357143],C16,"Frasca Field, United States"
5056,[0.36357143],ASI,"Wideawake Field, United Kingdom"
5645,[0.36357143],RGO,"Chongjin Airport, North Korea"
4423,[0.36357143],TBH,"Romblon Airport, Philippines"
5646,[0.36357143],MOO,"Moomba, Australia"
5135,[0.36357143],LOT,"Lewis University Airport, United States"
5057,[0.36357143],4U9,"Dell Flight Strip, United States"
5134,[0.36357143],UVA,"Garner Field, United States"
5058,[0.36357143],LVM,"Mission Field Airport, United States"
5654,[0.36357143],ONS,"Onslow , Australia"
5649,[0.36357143],VAM,"Maamigili Airport, Maldives"
5059,[0.36357143],ZWR,"Kota Kinabalu Airport, Malaysia"
5060,[0.36357143],6S0,"Big Timber Airport, United States"
5650,[0.36357143],IRU,"Hilton Iru fushi, Maldives"
5651,[0.36357143],DHG,"Dhigurah Centara Grand Maldives, Maldives"
5061,[0.36357143],BIV,"Tulip City Airport, United States"
5653,[0.36357143],LSZ,"Losinj Airport, Croatia"
5062,[0.36357143],HEN,"Hernesaari Heliport, Finland"
4531,[0.36357143],STJ,"Rosecrans Mem, United States"
4405,[0.36357143],KNW,"New Stuyahok Airport, United States"
5063,[0.36357143],JRA,"West 30th St. Heliport, United States"
5064,[0.36357143],LAL,"Lakeland Linder Regional Airport, United States"
4402,[0.36357143],TOG,"Togiak Airport, United States"
5133,[0.36357143],E91,"Chinle Municipal Airport, United States"
5553,[0.36357143],CWI,"Clinton Municipal, United States"
4917,[0.36357143],LTU,"Latur Airport, India"
4532,[0.36357143],ZRT,"Hartford Union Station, United States"
5333,[0.36357143],1B9,"Mansfield Municipal, United States"
4987,[0.36357143],AAU,"Asau Airport, Samoa"
4986,[0.36357143],C23,"Peleliu Airfield, Palau"
4985,[0.36357143],KTF,"Takaka Aerodrome, New Zealand"
4984,[0.36357143],WTZ,"Whitianga Airport, New Zealand"
4774,[0.36357143],ZES,"Essen Railway, Germany"
4983,[0.36357143],EJT,"Enejit Airport, Marshall Islands"
5322,[0.36357143],TEF,"Telfer Airport, Australia"
5321,[0.36357143],UNA,"Una-Comandatuba Airport, Brazil"
4982,[0.36357143],AIC,"Airok Airport, Marshall Islands"
5227,[0.36357143],MVV,"Megeve Airport, France"
4981,[0.36357143],LML,"Lae Airport, Marshall Islands"
4776,[0.36357143],ABF,"Abaiang Atoll Airport, Kiribati"
4980,[0.36357143],EAL,"Elenak Airport, Marshall Islands"
4979,[0.36357143],TIC,"Tinak Airport, Marshall Islands"
5315,[0.36357143],DTI,"Diamantina Airport, Brazil"
5314,[0.36357143],UMU,"Orlando de Carvalho Airport, Brazil"
5313,[0.36357143],AAF,"Apalachicola Regional Airport, United States"
5324,[0.36357143],SGJ,"St. Augustine Airport, United States"
5325,[0.36357143],LDZ,"Londolozi, South Africa"
4773,[0.36357143],ZMA,"Mannheim Railway, Germany"
4995,[0.36357143],KMW,"Sokerkino, Russia"
4996,[0.36357143],FTI,"Fitiuta Airport, American Samoa"
4767,[0.36357143],RLO,"Aeropuerto Internacional Valle del Conlara, Argentina"
5331,[0.36357143],PYM,"Plymouth Municipal Airport, United States"
5330,[0.36357143],TAN,"Taunton Municipal Airport - King Field, United States"
4769,[0.36357143],ARR,"Alto Rio Senguer Airport, Argentina"
4770,[0.36357143],JSM,"Jose de San Martin Airport, Argentina"
5329,[0.36357143],ALX,"Alexandria, United States"
4994,[0.36357143],BOW,"Bartow Municipal Airport, United States"
4772,[0.36357143],ZAU,"Augsburg Railway, Germany"
4993,[0.36357143],BPF,"Batuna Airport, Solomon Islands"
5225,[0.36357143],RKP,"Aransas County Airport, United States"
4992,[0.36357143],XYA,"Yandina Airport, Solomon Islands"
5328,[0.36357143],FRP,"St Lucie County International Airport, United States"
5226,[0.36357143],NDA,"Bandanaira Airport, Indonesia"
5327,[0.36357143],DQH,"Douglas Municipal Airport, United States"
5326,[0.36357143],INY,"Singita Sabi Sands, South Africa"
4777,[0.36357143],CPS,"St. Louis Downtown Airport, United States"
5312,[0.36357143],19A,"Jackson County Airport, United States"
4778,[0.36357143],ABN,"Albina Airstrip, Suriname"
4786,[0.36357143],AGI,"Wageningen Airstrip, Suriname"
4967,[0.36357143],KUC,"Kuria Airport, Kiribati"
4966,[0.36357143],AAK,"Aranuka Airport, Kiribati"
4785,[0.36357143],TOT,"Totness Airstrip, Suriname"
5298,[0.36357143],RVY,"Rivera International Airport, Uruguay"
5228,[0.36357143],MFX,"Meribel Airport, France"
4965,[0.36357143],AEA,"Abemama Atoll Airport, Kiribati"
4964,[0.36357143],MZK,"Marakei Airport, Kiribati"
4787,[0.36357143],KIA,"Kaieteur International Airport, Guyana"
4784,[0.36357143],SMZ,"Stoelmans Eiland Airstrip, Suriname"
4788,[0.36357143],CSC,"Codela Airport, Costa Rica"
4963,[0.36357143],DGL,"Douglas Municipal Airport, United States"
4962,[0.36357143],INW,"Winslow-Lindbergh Regional Airport, United States"
4789,[0.36357143],ORJ,"Orinduik Airport, Guyana"
4790,[0.36357143],NAI,"Annai Airport, Guyana"
4791,[0.36357143],IMB,"Imbaimadai Airport, Guyana"
4792,[0.36357143],KAR,"Kamarang Airport, Guyana"
4968,[0.36357143],AIS,"Arorae Island Airport, Kiribati"
4969,[0.36357143],TMN,"Tamana Airport, Kiribati"
5311,[0.36357143],CFO,"Confresa Airport, Brazil"
4977,[0.36357143],BOT,"Bosset Airport, Papua New Guinea"
4779,[0.36357143],BTO,"Botopassi Airstrip, Suriname"
5309,[0.36357143],CCI,"Concordia Airport, Brazil"
4780,[0.36357143],DOE,"Djoemoe Airstrip, Suriname"
4781,[0.36357143],DRJ,"Drietabbetje Airstrip, Suriname"
4782,[0.36357143],ICK,"Majoor Henry Fernandes Airport, Suriname"
5307,[0.36357143],CAF,"Carauari Airport, Brazil"
4978,[0.36357143],IMI,"Ine Airport, Marshall Islands"
4976,[0.36357143],TSU,"Tabiteuea South Airport, Kiribati"
4970,[0.36357143],BEZ,"Beru Island Airport, Kiribati"
4975,[0.36357143],NON,"Nonouti Airport, Kiribati"
5303,[0.36357143],SXX,"Sao Felix do Xingu Airport, Brazil"
4974,[0.36357143],MNK,"Maiana Airport, Kiribati"
4783,[0.36357143],OEM,"Vincent Fayks Airport, Suriname"
4973,[0.36357143],MTK,"Makin Airport, Kiribati"
4972,[0.36357143],BBG,"Butaritari Atoll Airport, Kiribati"
4971,[0.36357143],NIG,"Nikunau Airport, Kiribati"
5332,[0.36357143],OQU,"Quonset State Airport, United States"
4997,[0.36357143],OFU,"Ofu Airport, American Samoa"
4735,[0.36357143],ZGR,"Little Grand Rapids Airport, Canada"
5334,[0.36357143],OWD,"Norwood Memorial Airport, United States"
5364,[0.36357143],PHD,"Harry Clever Field Airport, United States"
5363,[0.36357143],9A5,"Barwick Lafayette Airport, United States"
5362,[0.36357143],54J,"DeFuniak Springs Airport, United States"
5361,[0.36357143],GVL,"Lee Gilmer Memorial Airport, United States"
5360,[0.36357143],9A1,"Covington Municipal Airport, United States"
4751,[0.36357143],PLJ,"Placencia Airport, Belize"
5359,[0.36357143],FFC,"Atlanta Regional Airport - Falcon Field, United States"
4752,[0.36357143],SJX,"Sartaneja Airport, Belize"
5218,[0.36357143],40J,"Perry-Foley Airport, United States"
5358,[0.36357143],PIM,"Harris County Airport, United States"
5357,[0.36357143],4A4,"Polk County Airport - Cornelius Moore Field, United States"
4753,[0.36357143],RNI,"Corn Island Airport, Nicaragua"
5356,[0.36357143],MLJ,"Baldwin County Airport, United States"
5355,[0.36357143],LGC,"LaGrange-Callaway Airport, United States"
5219,[0.36357143],70J,"Cairo-Grady County Airport, United States"
5002,[0.36357143],BPU,"Beppu Airport, Japan"
5354,[0.36357143],4A9,"Isbell Field Airport, United States"
4749,[0.36357143],BGK,"Big Creek Airport, Belize"
5003,[0.36357143],HRN,"Heron Island, Australia"
